"Name,""SI"",""Handles"",""VM"",""WS"",""PM"",""NPM"",""Path"",""Company"",""CPU"",""FileVersion"",""ProductVersion"",""Description"",""Product"",""__NounName"",""BasePriority"",""ExitCode"",""HasExited"",""ExitTime"",""Handle"",""SafeHandle"",""HandleCount"",""Id"",""MachineName"",""MainWindowHandle"",""MainWindowTitle"",""MainModule"",""MaxWorkingSet"",""MinWorkingSet"",""Modules"",""NonpagedSystemMemorySize"",""NonpagedSystemMemorySize64"",""PagedMemorySize"",""PagedMemorySize64"",""PagedSystemMemorySize"",""PagedSystemMemorySize64"",""PeakPagedMemorySize"",""PeakPagedMemorySize64"",""PeakWorkingSet"",""PeakWorkingSet64"",""PeakVirtualMemorySize"",""PeakVirtualMemorySize64"",""PriorityBoostEnabled"",""PriorityClass"",""PrivateMemorySize"",""PrivateMemorySize64"",""PrivilegedProcessorTime"",""ProcessName"",""ProcessorAffinity"",""Responding"",""SessionId"",""StartInfo"",""StartTime"",""SynchronizingObject"",""Threads"",""TotalProcessorTime"",""UserProcessorTime"",""VirtualMemorySize"",""VirtualMemorySize64"",""EnableRaisingEvents"",""StandardInput"",""StandardOutput"",""StandardError"",""WorkingSet"",""WorkingSet64"",""Site"",""Container"""
"Video.UI,""1"",""726"",""2203909414912"",""2924544"",""21917696"",""39360"",""C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19101.10711.0_x64__8wekyb3d8bbwe\Video.UI.exe"",""Microsoft Corporation"",""0,703125"",""10.19101.1071.00000"",""10.19101.107100000-19101"",""Video Application"",""Entertainment Platform"",""Process"",""8"",,""False"",,""1480"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""726"",""3308"",""."",""66726"",""Pel?culas y TV"",""System.Diagnostics.ProcessModule (Video.UI.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""39360"",""39360"",""21917696"",""21917696"",""639840"",""639840"",""23330816"",""23330816"",""63430656"",""63430656"",""601686016"",""2203919908864"",""True"",""Normal"",""21917696"",""21917696"",""00:00:00.5000000"",""Video.UI"",""15"",""False"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:47:02 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.7031250"",""00:00:00.2031250"",""591192064"",""2203909414912"",""False"",,,,""2924544"",""2924544"",,"
"WavesSvc64,""1"",""129"",""4390879232"",""5165056"",""1490944"",""8904"",""C:\Program Files\Waves\MaxxAudio\WavesSvc64.exe"",""Waves Audio Ltd."",""0,65625"",""1.12.4.0"",""1.12.4.0"",""Waves MaxxAudio Service Application"",""Waves MaxxAudio"",""Process"",""8"",,""False"",,""4056"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""129"",""10180"",""."",""0"","""",""System.Diagnostics.ProcessModule (WavesSvc64.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""8904"",""8904"",""1490944"",""1490944"",""119688"",""119688"",""1531904"",""1531904"",""6750208"",""6750208"",""96960512"",""4391927808"",""True"",""Normal"",""1490944"",""1490944"",""00:00:00.4375000"",""WavesSvc64"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:20 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.6562500"",""00:00:00.2187500"",""95911936"",""4390879232"",""False"",,,,""5165056"",""5165056"",,"
"WavesSysSvc64,""0"",""115"",""4365619200"",""3829760"",""3039232"",""8896"",,,,,,,,""Process"",""8"",,,,,,""115"",""4904"",""."",""0"","""",,,,,""8896"",""8896"",""3039232"",""3039232"",""66704"",""66704"",""5386240"",""5386240"",""8962048"",""8962048"",""76189696"",""4371156992"",,,""3039232"",""3039232"",,""WavesSysSvc64"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""70651904"",""4365619200"",""False"",,,,""3829760"",""3829760"",,"
"WindowsInternal.ComposableShell.Experiences.TextInput.InputApp,""1"",""476"",""2203744182272"",""21905408"",""11833344"",""21752"",""C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe"",""Microsoft Corporation"",""1,65625"",""10.0.18362.329 (WinBuild.160101.0800)"",""10.0.18362.329"",""WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe"",""Microsoft? Windows? Operating System"",""Process"",""8"",,""False"",,""2788"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""476"",""13272"",""."",""525756"",""Microsoft Text Input Application"",""System.Diagnostics.ProcessModule (WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""21752"",""21752"",""11833344"",""11833344"",""521008"",""521008"",""12263424"",""12263424"",""47763456"",""47763456"",""437751808"",""2203755974656"",""True"",""Normal"",""11833344"",""11833344"",""00:00:00.9687500"",""WindowsInternal.ComposableShell.Experiences.TextInput.InputApp"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 5:21:30 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:01.6562500"",""00:00:00.6875000"",""425959424"",""2203744182272"",""False"",,,,""21905408"",""21905408"",,"
"wininit,""0"",""156"",""2203387428864"",""4857856"",""1380352"",""10832"",,,,,,,,""Process"",""13"",,,,,,""156"",""684"",""."",""0"","""",,,,,""10832"",""10832"",""1380352"",""1380352"",""76576"",""76576"",""1957888"",""1957888"",""7168000"",""7168000"",""82096128"",""2203400318976"",,,""1380352"",""1380352"",,""wininit"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""69206016"",""2203387428864"",""False"",,,,""4857856"",""4857856"",,"
"winlogon,""1"",""276"",""2203419443200"",""8093696"",""2662400"",""12344"",,,,,,,,""Process"",""13"",,,,,,""276"",""812"",""."",""0"","""",,,,,""12344"",""12344"",""2662400"",""2662400"",""146080"",""146080"",""3739648"",""3739648"",""16318464"",""16318464"",""108384256"",""2203426607104"",,,""2662400"",""2662400"",,""winlogon"",,""True"",""1"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""101220352"",""2203419443200"",""False"",,,,""8093696"",""8093696"",,"
"WinStore.App,""1"",""966"",""5337583616"",""188416"",""50364416"",""71832"",""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11911.1001.8.0_x64__8wekyb3d8bbwe\WinStore.App.exe"",""Microsoft Corporation"",""1,96875"",""11911.1001.8.0"",""11911.1001.8.0"",""Store"",""Windows Store"",""Process"",""8"",,""False"",,""3984"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""966"",""10604"",""."",""132242"",""Microsoft Store"",""System.Diagnostics.ProcessModule (WinStore.App.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""71832"",""71832"",""50364416"",""50364416"",""1102032"",""1102032"",""61124608"",""61124608"",""132337664"",""132337664"",""1053102080"",""5348069376"",""True"",""Normal"",""50364416"",""50364416"",""00:00:00.8906250"",""WinStore.App"",""15"",""False"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:46:42 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:01.9687500"",""00:00:01.0781250"",""1042616320"",""5337583616"",""False"",,,,""188416"",""188416"",,"
"wlanext,""0"",""408"",""2203447545856"",""12357632"",""5070848"",""19008"",,,,,,,,""Process"",""8"",,,,,,""408"",""4104"",""."",""0"","""",,,,,""19008"",""19008"",""5070848"",""5070848"",""198240"",""198240"",""5312512"",""5312512"",""17584128"",""17584128"",""132788224"",""2203451011072"",,,""5070848"",""5070848"",,""wlanext"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""129323008"",""2203447545856"",""False"",,,,""12357632"",""12357632"",,"
"WmiPrvSE,""0"",""386"",""2203477860352"",""41431040"",""32600064"",""21472"",,,,,,,,""Process"",""8"",,,,,,""386"",""6276"",""."",""0"","""",,,,,""21472"",""21472"",""32600064"",""32600064"",""175480"",""175480"",""39919616"",""39919616"",""46710784"",""46710784"",""191373312"",""2203509596160"",,,""32600064"",""32600064"",,""WmiPrvSE"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""159637504"",""2203477860352"",""False"",,,,""41431040"",""41431040"",,"
"wsc_proxy,""0"",""212"",""4390961152"",""8003584"",""2555904"",""9848"",,,,,,,,""Process"",""8"",,,,,,""212"",""2264"",""."",""0"","""",,,,,""9848"",""9848"",""2555904"",""2555904"",""120184"",""120184"",""3239936"",""3239936"",""11829248"",""11829248"",""115146752"",""4410114048"",,,""2555904"",""2555904"",,""wsc_proxy"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""95993856"",""4390961152"",""False"",,,,""8003584"",""8003584"",,"
"YourPhone,""1"",""623"",""2203797327872"",""17862656"",""14266368"",""30600"",""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19101.469.0_x64__8wekyb3d8bbwe\YourPhone.exe"",""Microsoft Corporation"",""0,5625"",""1.19101.469.00000"",""1.19101.046900000-19101"",""YourPhone.exe"",""Microsoft Your Phone"",""Process"",""8"",,""False"",,""2116"",""Microsoft.Win32.SafeHandles.SafeProcessHandle"",""623"",""10984"",""."",""0"","""",""System.Diagnostics.ProcessModule (YourPhone.exe)"",""1413120"",""204800"",""System.Diagnostics.ProcessModuleCollection"",""30600"",""30600"",""14266368"",""14266368"",""581144"",""581144"",""14516224"",""14516224"",""42582016"",""42582016"",""484347904"",""2203802570752"",""True"",""Normal"",""14266368"",""14266368"",""00:00:00.4531250"",""YourPhone"",""15"",""True"",""1"",""System.Diagnostics.ProcessStartInfo"",""8/11/2019 4:44:13 p. m."",,""System.Diagnostics.ProcessThreadCollection"",""00:00:00.5625000"",""00:00:00.1093750"",""479105024"",""2203797327872"",""False"",,,,""17862656"",""17862656"",,"
"ZeroConfigService,""0"",""406"",""4450369536"",""15114240"",""6664192"",""22336"",,,,,,,,""Process"",""8"",,,,,,""406"",""4924"",""."",""0"","""",,,,,""22336"",""22336"",""6664192"",""6664192"",""218160"",""218160"",""6717440"",""6717440"",""21520384"",""21520384"",""162656256"",""4457623552"",,,""6664192"",""6664192"",,""ZeroConfigService"",,""True"",""0"",""System.Diagnostics.ProcessStartInfo"",,,""System.Diagnostics.ProcessThreadCollection"",,,""155402240"",""4450369536"",""False"",,,,""15114240"",""15114240"",,"
